Price,Make,Milage,Year,Body_Sytle,City,State
21883,Mitsubishi,18,2020,SUV,Fort Walton Beach,FL
32877,GMC,6,2020,Crew Cab Pickup,Waynesboro,PA
28818.3103,Hyundai,113731,2015,Sedan,Augusta,GA
28818.3103,Jeep,20158,2017,SUV,Hanover,PA
63825,Audi,12,2020,Sedan,Greenville,SC
22711,Ford,0,2020,SUV,Salisbury,MD
27804,Hyundai,0,2020,SUV,Royersford,PA
39995,BMW,26981,2017,SUV,Tenafly,NJ
13488,Dodge,63905,2018,SUV,North Palm Beach,FL
12998,Nissan,53524,2018,Sedan,Daytona Beach,FL
11599,Ford,244686,2012,Extended Cab Pickup,West Milford,NJ
53233,Nissan,2,2019,SUV,Florence,AL
16170,Ford,31598,2017,SUV,Sarasota,FL
18500,Chevrolet,48068,2017,SUV,Manchester,PA
30513,Honda,3,2020,Sedan,Rockville,MD
20797,Ford,35505,2017,SUV,Hampstead,MD
11990,Toyota,102324,2012,Sedan,Binghamton,NY
24620,Mazda,0,2020,Hatchback,Maple Shade,NJ
24995,Jeep,21450,2017,SUV,New Carrollton,MD
25097,Ford,13255,2020,SUV,PENSACOLA,FL
14400,Ford,81691,2013,SUV,Apopka,FL
14750,Ford,27338,2017,SUV,Falls Church,VA
24561,Ford,9,2020,Sedan,High Point,NC
19950,Kia,2013,2020,Hatchback,Sterling,VA
35995,Chevrolet,21366,2017,Crew Cab Pickup,North Huntingdon,PA
47295,Ford,43,2020,Crew Cab Pickup,Luray,VA
26590,Honda,3,2020,SUV,Latham,NY
21116,Jeep,1,2020,SUV,Hampton,VA
31985,BMW,46172,2017,SUV,Sandy Springs,GA
18900,Chevrolet,28631,2017,SUV,Danbury,CT
16265,Honda,39056,2017,Sedan,White Plains,NY
28818.3103,Lincoln,12,2020,SUV,St Albans,WV
58765,Audi,12,2020,SUV,West Palm Beach,FL
21672,Toyota,32575,2018,SUV,Yonkers,NY
50950,Dodge,1,2020,Coupe,Muncy,PA
37782,Chrysler,0,2020,Minivan,Allentown,PA
40850,Mazda,3,2020,SUV,Pelham,AL
7500,Hyundai,133395,2009,SUV,Erie,PA
29550,Hyundai,8,2020,Sedan,Ocala,FL
34880,Nissan,56239,2017,Crew Cab Pickup,Birmingham,AL
38538,RAM,25,2020,Crew Cab Pickup,Salem,OH
35990,Ford,10250,2019,Coupe,Pittsburgh,PA
45625,Acura,12,2021,SUV,Birmingham,AL
17968,Ford,22744,2018,Sedan,Zelienople,PA
30675,Honda,0,2020,Sedan,Langhorne,PA
26265,Dodge,15,2020,Sedan,Milledgeville,GA
19490,Honda,89818,2015,Minivan,Birmingham,AL
17000,Toyota,17021,2015,Sedan,Anchorage,AK
14998,Hyundai,27860,2017,Sedan,Maple Shade Township,NJ
25333,BMW,31878,2016,Sedan,Daytona Beach,FL
20289,Acura,26184,2016,Sedan,Charlotte,NC
17977,Toyota,49187,2018,Sedan,Orlando,FL
19999,Toyota,39344,2019,Sedan,Waldorf,MD
14000,Chevrolet,63936,2018,Sedan,Norfolk,VA
19991,Chevrolet,31280,2019,Sedan,Brunswick,GA
14495,Kia,26298,2017,Sedan,Ozark,AL
48350,Chevrolet,6,2020,Crew Cab Pickup,Acworth,GA
22972,Ford,25,2020,Sedan,Pittsville,MD
42738,Chevrolet,0,2020,SUV,Charlotte,NC
21190,BMW,20898,2018,Hatchback,Northford,CT
34999,Toyota,22050,2016,Crew Cab Pickup,Seneca,SC
30100,Ford,5830,2020,SUV,Athens,AL
18998,Kia,43857,2019,SUV,Bradenton,FL
7500,Toyota,196000,2007,SUV,Blue Bell,PA
21631,Mazda,7,2020,Sedan,North Palm Beach,FL
36970,Toyota,16563,2019,SUV,Tampa,FL
18917,Volkswagen,35478,2019,Sedan,Boyertown,PA
44695,Mazda,0,2020,SUV,Maple Shade,NJ
19620,Ford,28727,2019,Sedan,Clearwater,FL
11990,Volkswagen,82808,2016,Sedan,Hinesville,GA
16800,Honda,55841,2013,SUV,Valley Stream,NY
38950,Hyundai,13,2021,SUV,Sharon,PA
19590,Kia,36928,2017,SUV,Port St. Lucie,FL
15950,Mitsubishi,36885,2019,SUV,Williamsburg,VA
42500,INFINITI,7426,2020,SUV,Union City,GA
10785,Subaru,61137,2010,SUV,Hampstead,MD
24750,Kia,35999,2017,SUV,Sully Station,VA
15990,Kia,19725,2016,Sedan,Macon,GA
21990,Volkswagen,1353,2019,Sedan,Colmar,PA
28818.3103,Chevrolet,6,2020,SUV,Newport News,VA
21999,Chevrolet,38505,2018,SUV,Gainesville,FL
29987,Jeep,3,2020,SUV,Mount Airy,NC
19990,Chevrolet,26357,2017,Sedan,Albany,NY
14995,Subaru,99038,2015,SUV,Stroudsburg,PA
36289,Toyota,7,2020,SUV,Winston Salem,NC
19100,Dodge,80957,2015,Sedan,Spring Hill,TN
10590,Buick,95620,2011,Sedan,Conway,SC
16000,Toyota,36590,2018,Sedan,Bethesda,MD
19990,Chevrolet,18567,2018,SUV,Allentown,PA
17330,Dodge,35504,2019,Minivan,Norfolk,VA
27373,Toyota,5,2020,Hatchback,Leesburg,VA
21675,Kia,9,2020,SUV,Tampa,FL
8700,Toyota,102693,2011,Sedan,Troy,NC
38641,Lexus,15102,2019,Sedan,Silver Spring,MD
17990,Lexus,51991,2014,Sedan,North Point,FL
19990,Jeep,22842,2016,SUV,Roanoke,VA
58721,Jaguar,0,2020,Sedan,Chantilly,VA
3995,Chevrolet,150067,2010,Sedan,Winchester,VA
8500,Toyota,118907,2011,Sedan,Fort Myers,FL
37294,Nissan,0,2020,SUV,Jackson Heights,NY
18900,Nissan,35413,2017,SUV,Kingsport,TN
20920,Dodge,12,2020,SUV,Mobile,AL
16900,Toyota,13936,2019,Sedan,Dublin,GA
16990,Nissan,34137,2017,SUV,Charlotte,NC
16069,Chevrolet,60842,2016,SUV,Fuquay-Varina,NC
16805,Toyota,64049,2013,SUV,Asheville,NC
19881,Kia,27546,2017,SUV,Rockville,MD
19990,Ford,40767,2017,SUV,Miami Springs,FL
23789,Audi,17652,2018,Sedan,Orlando,FL
12856,Volkswagen,53582,2013,Hatchback,New Holland,PA
49590,Audi,19,2020,Coupe,Orlando,FL
42965,Chrysler,14,2020,Minivan,Souderton,PA
25934,Mazda,5,2020,Hatchback,St. James,NY
65485,Mercedes-Benz,16,2020,Sedan,White Plains,NY
15590,Buick,17024,2017,SUV,Orange City,FL
37170,Honda,111,2020,SUV,Newark,DE
37320,Toyota,9117,2019,SUV,Prince Frederick,MD
41280,Honda,2,2020,Minivan,Athens,OH
6299,Chevrolet,107509,2015,Hatchback,Corry,PA
21804,Hyundai,8,2020,Sedan,Newnan,GA
75398,Porsche,28943,2011,Convertible,St Petersburg,FL
27450,Mazda,0,2020,SUV,Frederick,MD
18590,Hyundai,23396,2017,SUV,Norfolk,VA
16499,Nissan,36029,2017,Sedan,Pensacola,FL
26561,Honda,2,2020,Sedan,Pompano Beach,FL
36490,Lexus,30165,2017,Sedan,Atlanta,GA
27040,Kia,12,2020,SUV,Lehighton,PA
50925,Acura,33,2020,SUV,Roswell,GA
22791,Mazda,3073,2019,Hatchback,Ellicott City,MD
31020,Subaru,150,2020,SUV,Charlottesville,VA
32190,GMC,22736,2017,SUV,Birmingham,AL
17590,Nissan,38687,2017,SUV,Atlanta,GA
33988,Toyota,16035,2016,SUV,Westport,CT
54605,Kia,500,2020,Sedan,Greer,SC
47875,RAM,0,2020,Crew Cab Pickup,Downingtown,PA
13699,Nissan,31720,2019,Sedan,Lumberton,NC
27760,Chevrolet,5,2020,SUV,Freeport,NY
37839,Toyota,6,2020,SUV,Panama City,FL
24970,Ford,58823,2019,Cargo Van,Sully Station,VA
24907,Ford,0,2020,Cargo Van,Salisbury,MD
19340,Ford,113845,2017,SUV,New London,CT
44435,Honda,6,2021,SUV,Birmingham,AL
18900,Porsche,29140,2005,Convertible,Dunedin,FL
70000,Nissan,44500,2015,Coupe,Saint James,NY
40205,RAM,0,2020,Regular Cab Pickup,Marietta,GA
27795,Jeep,5,2020,SUV,South Pittsburg,TN
45000,BMW,555,2020,Sedan,Owings Mills,MD
39998,Chevrolet,25827,2019,Crew Cab Pickup,Woodbridge,VA
10995,Subaru,97955,2013,Hatchback,Orlando,FL
24763,Hyundai,0,2021,SUV,Springfield,VA
41950,BMW,28412,2017,SUV,Fort Pierce,FL
26795,Toyota,1,2020,Sedan,Charleston,SC
44704,Ford,0,2020,Crew Cab Pickup,Sterling,VA
23937,GMC,7,2020,SUV,Miami,FL
35959,Chevrolet,3,2020,SUV,Danville,VA
15933,Chevrolet,142395,2011,Extended Cab Pickup,Easton,MD
39849,Lexus,18500,2019,SUV,Fort Pierce,FL
50610,Lincoln,0,2020,SUV,Fort Myers,FL
30990,Nissan,11819,2019,SUV,Rochester,NY
18990,Nissan,27962,2017,SUV,Baltimore,MD
50005,RAM,0,2020,Crew Cab Pickup,Hurricane,WV
16998,Nissan,33014,2017,SUV,Woodbridge,VA
25490,Ford,5,2020,SUV,Wilson,NC
32380,GMC,27652,2017,SUV,Jacksonville,FL
32080,Volkswagen,3,2020,SUV,Snellville,GA
79995,BMW,6,2021,SUV,Miami,FL
8250,Mazda,56928,2013,Sedan,Plant City,FL
72958,Jaguar,26,2020,Coupe,Coral Gables,FL
24335,Kia,15,2021,SUV,Hollywood,FL
32436,Honda,16,2020,SUV,Greensboro,NC
23800,GMC,42439,2019,SUV,Marianna,FL
36995,Subaru,40137,2019,SUV,Bristol,TN
23000,Ford,45690,2016,SUV,Philadelphia,PA
24386,Subaru,5,2020,Hatchback,Charlottesville,VA
11156,Ford,92635,2014,SUV,Muncy,PA
22420,Hyundai,12,2020,Sedan,Beacon,NY
23207,Ford,9,2020,SUV,Lakeland,FL
24548,Jeep,9,2020,SUV,Christiansburg,VA
29489,Toyota,32705,2017,SUV,Lavonia,GA
36500,Genesis,7623,2019,Sedan,Candler,NC
28060,Mazda,30846,2019,SUV,Atlanta,GA
25981,Acura,10492,2018,Sedan,Fort Pierce,FL
46395,RAM,14,2020,Crew Cab Pickup,Lawrence Township,NJ
38590,Cadillac,6461,2019,SUV,Philadelphia,PA
39180,Honda,0,2020,Minivan,Doylestown,PA
21930,Ford,6,2020,Cargo Van,Athens,GA
23303,BMW,19292,2017,Sedan,Greensboro,NC
8995,Acura,71095,2006,SUV,Chantilly,VA
15590,Ford,37105,2016,Sedan,Gainesville,FL
28818.3103,Toyota,82048,2012,Sedan,Pittsville,MD
19992,Subaru,51583,2017,SUV,Allentown,PA
43925,GMC,45868,2017,Crew Cab Pickup,Charlotte,NC
38899,Chevrolet,7051,2019,Crew Cab Pickup,West Babylon,NY
38990,Tesla,14996,2018,Sedan,Spartanburg,SC
29144,Toyota,0,2020,SUV,West Islip,NY
28997,Dodge,9403,2018,Sedan,Johnstown,PA
19850,Volkswagen,15010,2017,Sedan,Huntington Station,NY
38847,Honda,5,2020,SUV,Johnstown,PA
20995,Toyota,40002,2017,SUV,Mt Kisco,NY
51800,Land Rover,35477,2017,SUV,Birmingham,AL
31411,Mercedes-Benz,29069,2017,SUV,Stewartsville,NJ
28818.3103,Cadillac,29449,2017,SUV,Williamsville,NY
13990,Toyota,75832,2012,Sedan,Atlanta,GA
28818.3103,Maserati,12,2020,SUV,Coral Gables,FL
55745,Ford,3,2020,Crew Cab Pickup,Geneva,NY
23959,Buick,11,2020,SUV,New Holland,PA
27990,BMW,49402,2018,Sedan,Washington,VA
5900,Chrysler,80388,2005,Minivan,Salem,OH
56582,Chevrolet,0,2020,Crew Cab Pickup,Lexington,TN
21190,Hyundai,27,2020,Sedan,Mahwah,NJ
31116,Mazda,6,2020,SUV,Delray Beach,FL
24730,Nissan,26245,2017,Sedan,Fort Mill,SC
85645,BMW,6,2020,SUV,Darien,CT
28643,Chevrolet,0,2020,SUV,Glen Burnie,MD
37580,Honda,18265,2018,Minivan,Fletcher,NC
12990,Honda,71623,2016,Sedan,Sterling,VA
38135,MINI,11,2020,Wagon,Latham,NY
19990,GMC,24118,2018,SUV,Orange City,FL
64092,RAM,14,2020,Crew Cab Pickup,Norfolk,VA
31998,Toyota,11502,2020,Sedan,Tupelo,MS
38997,Dodge,19750,2019,SUV,Waldorf,MD
28998,Chevrolet,27496,2017,Extended Cab Pickup,Pensacola,FL
39480,Honda,10,2021,SUV,Jacksonville,FL
78000,GMC,5,2021,SUV,Miami,FL
29780,Buick,47951,2018,SUV,Fort Mill,SC
33725,Honda,3,2020,SUV,Indiana,PA
28818.3103,Ford,171,2020,Crew Cab Pickup,Hamburg,PA
24495,Volkswagen,20308,2019,SUV,Frederick,MD
29499,Toyota,30694,2017,SUV,Branford,CT
38375,Chevrolet,5,2020,Crew Cab Pickup,Burlington,NJ
20995,Dodge,4398,2019,Minivan,Sanford,FL
20826,GMC,26247,2017,SUV,East Aurora,NY
23400,Toyota,33565,2018,Sedan,Birmingham,AL
12990,Hyundai,35534,2016,Sedan,Norfolk,VA
19315,Jeep,15,2020,SUV,Albany,GA
46177,Ford,100,2020,Crew Cab Pickup,Leesburg,VA
20500,Chevrolet,14276,2014,SUV,Rochester,NY
18999,Chevrolet,20000,2018,SUV,Bath,NY
10950,FIAT,92880,2013,Convertible,Washington,VA
15600,Ford,158401,2014,Extended Cab Pickup,Cullman,AL
13997,Kia,60542,2016,Sedan,Gainesville,GA
26600,GMC,3,2020,SUV,Newnan,GA
20932,Hyundai,0,2020,Sedan,Punta Gorda,FL
21499,Hyundai,10137,2020,SUV,Winter Park,FL
66984,Ford,39918,2017,Crew Cab Pickup,Asheville,NC
32460,Jeep,12,2020,SUV,Wheeling,WV
37990,INFINITI,10081,2019,Coupe,Allentown,PA
34025,Acura,0,2020,Sedan,Birmingham,AL
10000,Hyundai,134805,2016,Sedan,Tupelo,MS
53900,RAM,0,2020,Crew Cab Pickup,Waldorf,MD
9980,Ford,147365,2008,Crew Cab Pickup,Sterling,VA
22981,Jeep,95049,2010,SUV,Youngsville,NC
27990,Ford,39133,2018,Crew Cab Pickup,Seneca,PA
7622,Volkswagen,105988,2013,Hatchback,West Palm Beach,FL
23590,Nissan,12680,2019,Sedan,Erie,PA
16625,Nissan,23387,2018,Sedan,Philadelphia,PA
15630,Volkswagen,30079,2019,Sedan,Long Island,NY
35370,Kia,0,2021,SUV,Mentor,OH
38050,Honda,0,2021,SUV,Auburn,NY
36866,Mazda,1,2019,SUV,Philadelphia,PA
51277,BMW,45216,2018,Sedan,Clearwater,FL
23415,Honda,0,2020,SUV,Springfield,PA
25800,Nissan,2,2020,SUV,St Albans,WV
85623,RAM,11,2020,Crew Cab Pickup,Daphne,AL
8500,Dodge,102238,2012,Sedan,Jacksonville,FL
37454,Toyota,0,2020,Minivan,Westminster,MD
13700,Ford,36186,2013,SUV,Ephrata,PA
14977,Volkswagen,43430,2017,Sedan,Coconut Creek,FL
9300,Hyundai,83031,2012,Sedan,Southern Pines,NC
13988,BMW,107993,2014,SUV,Orlando,FL
42930,Ford,25646,2019,SUV,Wilmington,DE
31597,Volkswagen,16,2020,SUV,Gaithersburg,MD
58025,Lexus,10,2020,SUV,Columbia,SC
28657,Subaru,424,2020,SUV,Brockport,NY
11990,Chevrolet,89110,2014,Hatchback,Winston-Salem,NC
16997,Ford,94697,2017,Coupe,Kissimmee,FL
14870,Toyota,30995,2018,Sedan,Sully Station,VA
26000,Mercedes-Benz,29158,2018,Sedan,Pembroke Pines,FL
12900,Honda,83249,2013,Minivan,Miami,FL
18199,Honda,2,2020,Hatchback,Daytona Beach,FL
32645,Honda,5,2020,SUV,Rochester,NY
12590,Volkswagen,64844,2014,Sedan,Pittsburgh,PA
34546,Ford,10,2020,Crew Cab Pickup,Cleveland,GA
19981,Nissan,56870,2017,SUV,Valdosta,GA
28818.3103,Ford,19497,2020,Crew Cab Pickup,Marietta,GA
20777,Chevrolet,43085,2019,Passenger Van,Davie,FL
24987,Ford,79376,2015,SUV,Heidelberg,PA
17990,Jeep,98198,2014,SUV,Binghamton,NY
18500,Ford,17682,2017,Hatchback,Quogue,NY
49990,Land Rover,5481,2020,SUV,Camp Hill,PA
40900,Ford,119192,2014,Crew Cab Pickup,Starkville,MS
25695,Hyundai,5,2021,SUV,Rome,GA
45900,Porsche,45640,2015,SUV,Naples,FL
19990,INFINITI,43256,2018,SUV,Norfolk,VA
27164,Hyundai,0,2020,Sedan,Miami,FL
9990,Ford,128728,2010,Regular Cab Pickup,Harrisburg,PA
39180,Honda,0,2020,Minivan,Emmaus,PA
27609,Nissan,6,2020,SUV,West Palm Beach,FL
42340,RAM,1,2020,Crew Cab Pickup,Elma,NY
28900,Ford,63165,2005,Crew Cab Pickup,Greensboro,NC
34589,Chevrolet,36665,2017,Extended Cab Pickup,Columbia,TN
13760,Subaru,44046,2015,Sedan,Sanford,FL
34665,Ford,5,2020,SUV,Scarsdale,NY
24735,Kia,4950,2020,SUV,Bridgeport,WV
26488,Jeep,27126,2019,SUV,Scottsboro,AL
10900,Nissan,134273,2011,Crew Cab Pickup,Wilkesboro,NC
7990,Nissan,107919,2009,SUV,Downingtown,PA
36976,Chevrolet,6,2020,Convertible,Tampa,FL
21995,Honda,41939,2017,SUV,Athens,OH
20499,GMC,45993,2018,SUV,Wake Forest,NC
24705,Kia,1,2021,Sedan,Chattanooga,TN
55155,Volvo,643,2020,SUV,Syracuse,NY
17495,Honda,23647,2018,Sedan,Scranton,PA
30995,Chevrolet,62681,2016,Regular Cab Pickup,Wells River,VT
28818.3103,Jeep,1,2020,SUV,Columbiana,OH
16590,Kia,31500,2017,Sedan,Pittsburgh,PA
32900,Toyota,24940,2017,Crew Cab Pickup,Belmont,NC
34670,BMW,35303,2017,SUV,Wilmington,DE
21990,Buick,24692,2017,SUV,Charlottesville,VA
22797,Hyundai,17889,2020,SUV,Atlanta,GA
39805,Chevrolet,65,2020,Crew Cab Pickup,Chantilly,VA
23536,Honda,13,2020,Sedan,Hollywood,FL
18975,Hyundai,11,2020,Sedan,Trussville,AL
8500,Ford,151179,2005,Crew Cab Pickup,Nashville,TN
28818.3103,Kia,11,2021,Sedan,New Port Richey,FL
27300,Volkswagen,29758,2018,SUV,Alpharetta,GA
37995,Ford,40060,2019,SUV,Bradenton,FL
18400,Honda,31639,2018,Sedan,Virginia Beach,VA
39990,Jeep,41580,2018,SUV,Washington,VA
24990,RAM,129812,2016,Crew Cab Pickup,Pell City,AL
48465,Jeep,1,2020,SUV,Fairfax,VA
37474,Mercedes-Benz,16,2020,Cargo Van,Rockville Centre,NY
27239,Hyundai,0,2020,Sedan,Lebanon,PA
17995,Chevrolet,30800,2017,SUV,Eustis,FL
40705,Chevrolet,0,2020,Crew Cab Pickup,Lithia Springs,GA
28818.3103,Chevrolet,95,2020,SUV,Fort Montgomery,NY
98855,Land Rover,13,2020,SUV,Jacksonville,FL
53495,Jeep,3,2020,SUV,Pell City,AL
18590,Buick,17942,2018,SUV,Augusta,GA
26066,BMW,19836,2017,Sedan,Glenmont,NY
33990,Honda,47613,2019,Minivan,Washington,VA
15400,Nissan,24921,2017,Sedan,Long Island,NY
50891,Jeep,21805,2019,SUV,Doylestown,PA
18133,Hyundai,45969,2017,SUV,Lakeland,FL
22990,Toyota,23115,2019,Sedan,Huntsville,AL
25471,Toyota,10224,2019,SUV,McDonough,GA
14998,Nissan,42620,2015,Sedan,Bradenton,FL
64995,Porsche,3237,2017,Convertible,Davie,FL
18500,Dodge,13,2020,SUV,Winter Haven,FL
17998,Subaru,94528,2016,SUV,Greenville,SC
61999,RAM,24685,2018,Crew Cab Pickup,Kernersville,NC
25000,Ford,5,2020,SUV,Sharon,PA
14097,Nissan,21766,2019,Sedan,Atlanta,GA
30980,Ford,15,2020,SUV,HONESDALE,PA
19990,Mitsubishi,3371,2020,SUV,Cicero,NY
35435,Toyota,39737,2017,Crew Cab Pickup,Kernersville,NC
41814,Lincoln,5,2020,SUV,Clearwater,FL
19995,GMC,62705,2014,SUV,Ewing,NJ
36845,RAM,0,2020,Crew Cab Pickup,Pensacola,FL
5991,Jeep,999999,2007,SUV,Duluth,GA
36442,Toyota,2,2020,SUV,Warrenton,VA
25990,Ford,4321,2019,Coupe,Orange City,FL
19990,Honda,56459,2017,Sedan,Atlanta,GA
19890,Nissan,25901,2018,SUV,Marietta,GA
20610,Hyundai,25611,2017,Sedan,Northford,CT
16800,Chevrolet,181258,2015,Regular Cab Pickup,Greensboro,NC
17995,Chevrolet,221,2017,Sedan,Forest City,PA
11990,Toyota,144144,2017,Sedan,Huntsville,AL
16950,Ford,80248,2017,Hatchback,Chattanooga,TN
27527,Ford,5889,2020,SUV,Coatesville,PA
38954,Dodge,7952,2018,Coupe,Pineville,NC
21702,Kia,13,2021,SUV,Longwood,FL
27988,Lincoln,20846,2019,SUV,Alabaster,AL
15991,Dodge,116791,2014,SUV,Malvern,PA
44298,Toyota,3,2020,SUV,Glens Falls,NY
15589,Kia,32630,2016,Sedan,Christiansburg,VA
22990,Chrysler,30097,2019,Sedan,Atlanta,GA
25790,Ford,1271,2020,SUV,East Rochester,NY
47100,RAM,27,2019,Crew Cab Pickup,Staten Island,NY
41596,Lexus,12,2020,Sedan,Pembroke Pines,FL
24262,Ford,5,2020,SUV,Ayden,NC
19570,Toyota,33061,2019,Sedan,Atlanta,GA
10500,Toyota,59264,2017,Sedan,Jacksonville,FL
3590,Nissan,147000,2007,Sedan,Palm Bay,FL
14995,Chevrolet,116516,2016,Regular Cab Pickup,Fredericksburg,VA
22320,Audi,24675,2017,Hatchback,Sully Station,VA
23395,Hyundai,12,2020,SUV,Clermont,FL
33054,Hyundai,0,2020,SUV,Frederick,MD
34602,Ford,29,2020,Crew Cab Pickup,Lakeland,FL
42000,RAM,28135,2019,Crew Cab Pickup,McMurray,PA
39000,RAM,9511,2019,Crew Cab Pickup,Jacksonville,FL
16387,Lincoln,66423,2016,Sedan,Crestview,FL
21200,Chrysler,41985,2019,Minivan,Philadelphia,PA
28818.3103,Ford,87236,2011,SUV,Martinsville,VA
41617,Lincoln,10,2020,SUV,Palatka,FL
14590,Hyundai,22277,2017,Sedan,Winston-Salem,NC
25000,Ford,186546,2008,Crew Cab Pickup,Tampa,FL
24890,Mitsubishi,6,2020,SUV,St Johnsbury,VT
27780,Ford,30,2020,Coupe,Apopka,FL
29035,Kia,6,2020,SUV,Orchard Park,NY
10839,Jeep,57292,2013,SUV,New Castle,DE
23520,Ford,0,2020,SUV,Clearwater,FL
18495,Dodge,2835,2018,SUV,Wake Forest,NC
16982,Nissan,27241,2019,SUV,Scottsboro,AL
9400,Ford,194527,2012,SUV,Pelham,AL
58885,Jeep,11,2020,Crew Cab Pickup,Marietta,GA
19590,Buick,23366,2017,SUV,Port St. Lucie,FL
25730,Hyundai,11,2020,SUV,New Port Richey,FL
44159,Ford,0,2020,SUV,East Ellijay,GA
60755,Volvo,0,2020,SUV,Pittston,PA
12000,Mitsubishi,7837,2020,Hatchback,Jacksonville,FL
13499,Toyota,46895,2015,Sedan,Binghamton,NY
12899,Kia,29806,2015,Sedan,Ramsey,NJ
18900,Subaru,32966,2018,SUV,Owings Mills,MD
19355,Honda,0,2020,Hatchback,Danbury,CT
56230,RAM,0,2020,Crew Cab Pickup,Kernersville,NC
26990,GMC,20536,2019,SUV,Pittsburgh,PA
37989,BMW,19670,2019,Hatchback,Doylestown,PA
10994,BMW,111269,2013,Sedan,Roswell,GA
35990,Dodge,47701,2018,Sedan,New York,NY
18990,Kia,21679,2017,SUV,Johnstown,PA
38190,Audi,10,2020,SUV,Roswell,GA
9995,Chevrolet,117435,2012,SUV,Fairbanks,AK
16495,Nissan,35077,2017,SUV,Wilton,CT
64495,Lincoln,2,2020,SUV,Staten Island,NY
28241,GMC,5,2020,SUV,Lakeland,FL
7495,Buick,121545,2014,SUV,Bronx,NY
15888,Toyota,27164,2018,Sedan,Chesapeake,VA
43690,Chevrolet,0,2019,Extended Cab Pickup,Leonardtown,MD
17495,Ford,29866,2018,SUV,Gainesville,GA
16990,Chevrolet,11381,2017,SUV,Tampa,FL
16459,Nissan,6,2020,Sedan,Greenville,SC
13498,MINI,57400,2012,SUV,Laurel,MD
19998,Toyota,25685,2010,Extended Cab Pickup,Lockport,NY
39226,Ford,66,2020,SUV,Glen Burnie,MD
11990,Kia,71823,2014,Wagon,Vero Beach,FL
8967,Ford,170374,2014,SUV,Quarryville,PA
17987,Honda,72532,2016,SUV,Cockeysville,MD
14990,Toyota,40750,2015,Sedan,Pittsburgh,PA
24684,Toyota,5,2021,Sedan,Tampa,FL
26990,Lincoln,12486,2019,Sedan,Hagerstown,MD
13980,Chevrolet,19652,2018,Hatchback,LEONARDTOWN,MD
39522,Toyota,10,2020,SUV,Rock Hill,SC
25012,GMC,11687,2019,SUV,South Burlington,VT
6500,Lexus,181000,2008,Coupe,Mobile,AL
27981,Honda,22149,2018,SUV,Woodstock,GA
32990,Toyota,21474,2017,SUV,Charleston,SC
22030,Hyundai,9,2020,SUV,Orlando,FL
26500,Ford,42196,2017,SUV,Windsor Mill,MD
17500,Chevrolet,56000,2018,Hatchback,Griffin,GA
9995,Chevrolet,108141,2012,SUV,Columbia,SC
27746,GMC,0,2020,SUV,Lockport,NY
31799,Dodge,38083,2019,SUV,Fayetteville,NC
24995,Honda,51423,2017,SUV,Emmaus,PA
9000,GMC,133161,2012,SUV,Pikeville,KY
59900,Mazda,16485,1994,Coupe,Farmingdale,NY
39025,RAM,135,2019,Cargo Van,Marietta,GA
65318,Ford,8,2020,Crew Cab Pickup,Dublin,GA
28495,Chrysler,19120,2019,Minivan,Lawrence,NJ
15850,Ford,44779,2017,SUV,Birmingham,AL
16590,Buick,39820,2017,Sedan,Miami Springs,FL
28818.3103,Cadillac,93375,2013,Sedan,THOMASVILLE,AL
27160,Kia,8,2021,SUV,Bartonsville,PA
30864,Toyota,7,2020,SUV,Winston Salem,NC
12750,Chevrolet,29000,2018,Sedan,Portsmouth,OH
22599,Hyundai,20127,2019,SUV,Beacon,NY
7995,Chevrolet,85176,2012,Sedan,Ludlow,VT
38990,Ford,10,2020,Crew Cab Pickup,Panama City,FL
26510,GMC,29514,2017,SUV,Long Island,NY
85310,Mercedes-Benz,0,2020,SUV,Baltimore,MD
48870,Toyota,0,2020,SUV,Ocala,FL
69754,Ford,3,2020,Crew Cab Pickup,Metter,GA
12500,BMW,43500,2014,Hatchback,Atlanta,GA
15989,Toyota,53512,2015,Hatchback,Nashville,TN
35256,Toyota,13409,2019,Crew Cab Pickup,Carrollton,GA
5600,Honda,83521,2004,Sedan,Alexandria,VA
20610,Hyundai,25611,2017,Sedan,Charlotte,NC
45500,Ford,2,2020,SUV,Schenectady,NY
31800,Chevrolet,19,2021,SUV,Colmar,PA
20697,Mitsubishi,22731,2020,SUV,Atlanta,GA
48590,RAM,18922,2019,Crew Cab Pickup,Limerick,PA
22750,GMC,13708,2020,SUV,Ocala,FL
56312,Mercedes-Benz,23,2019,Cargo Van,Harriman,NY
30399,BMW,51986,2017,SUV,Snellville,GA
48925,Acura,10,2020,SUV,Chantilly,VA
26490,Hyundai,0,2020,SUV,Valdese,NC
23995,Ford,11757,2019,Passenger Van,Melbourne,FL
32990,Porsche,55942,2016,SUV,Tampa,FL
41625,Chrysler,11,2020,Minivan,Lancaster,PA
12990,Honda,95909,2011,Coupe,Pittsfield,MA
17988,Chevrolet,5044,2017,Sedan,Washington,PA
22230,INFINITI,31529,2018,SUV,Bethesda,MD
60810,RAM,10,2020,Crew Cab Pickup,Ocala,FL
24825,Jeep,10,2020,SUV,Knoxville,TN
24800,Lincoln,24310,2017,SUV,Longwood,FL
35996,Chevrolet,33297,2017,Extended Cab Pickup,Charlotte,NC
26990,MINI,26861,2019,SUV,Port St. Lucie,FL
26882,Dodge,10,2020,Coupe,Stone Mountain,GA
